query,_id,_score,symbol,notfound
Slc44a1,100434,15.199899,Slc44a1,
Strap,20901,14.769229,Strap,
Nckap5l,380969,14.872914,Nckap5l,
Kcnh4,380728,15.319224,Kcnh4,
Tmem163,72160,15.23762,Tmem163,
1200014J11Rik,66874,21.084198,Ncbp3,
Slc38a2,67760,14.849989,Slc38a2,
Derl1,67819,14.75331,Derl1,
Prnd,26434,16.05593,Prnd,
Fzd3,14365,15.32467,Fzd3,
Rhof,23912,14.765675,Rhof,
Hsp90b1,22027,14.781747,Hsp90b1,
Cd2ap,12488,14.884529,Cd2ap,
Parp1,11545,14.268793,Parp1,
Unc13a,22249,17.586458,Unc13a,
Enkur,71233,14.76213,Enkur,
Tom1l1,71943,15.305711,Tom1l1,
Cacna1g,12291,14.82189,Cacna1g,
Tspan2,70747,15.295001,Tspan2,
Ano6,105722,14.859492,Ano6,
Klf6,23849,15.247865,Klf6,
Baz2a,116848,14.89625,Baz2a,
Zfp579,68490,21.124914,Zfp579,
Adam23,23792,15.240174,Adam23,
Atp5sl,66349,14.82557,Dmac2,
Aloxe3,23801,16.202778,Aloxe3,
Apip,56369,14.861402,Apip,
Phospho1,237928,14.755068,Phospho1,
Myt1l,17933,15.258193,Myt1l,
Adamts14,237360,15.202379,Adamts14,
Ttc19,72795,14.299425,Ttc19,
Kpna2,16647,14.79984,Kpna2,
Irak1bp1,65099,14.788954,Irak1bp1,
Plin3,66905,15.263388,Plin3,
Slain1,105439,15.265992,Slain1,
Chmp2b,68942,14.829325,Chmp2b,
Gemin6,67242,14.820039,Gemin6,
Rps9,76846,13.641317,Rps9,
Mpp3,13384,15.330138,Mpp3,
Kctd3,226823,14.755068,Kctd3,
Tmbim1,69660,15.287025,Tmbim1,
Porcn,53627,15.276467,Porcn,
Magt1,67075,15.034856,Magt1,
Scn1b,20266,15.662338,Scn1b,
Ubxn6,66530,14.796202,Ubxn6,
Pcsk1,18548,14.77995,Pcsk1,
Paqr4,76498,15.746356,Paqr4,
Dlg3,53310,14.810819,Dlg3,
Shf,435684,14.816343,Shf,
Tsnax,53424,14.765675,Tsnax,
Eif2ak4,27103,14.746298,Eif2ak4,
Tmem70,70397,14.760362,Tmem70,
Ptov1,84113,16.240856,Ptov1,
Map2k7,26400,14.942185,Map2k7,
Wdr5,140858,14.818189,Wdr5,
Ssrp1,20833,15.258193,Ssrp1,
Prkca,18750,15.253019,Prkca,
Dtx3,80904,14.981395,Dtx3,
Drap1,66556,14.973041,Drap1,
Pik3c2b,240752,14.855682,Pik3c2b,
Zfp661,72180,21.385788,Zfp661,
Slc2a8,56017,14.89429,Slc2a8,
Kdm1a,99982,14.7428055,Kdm1a,
Ccnd2,12444,15.386121,Ccnd2,
Gm514,208080,21.084198,Ubap1l,
Apold1,381823,15.335629,Apold1,
AI837181,107242,21.712498,AI837181,
Kctd6,71393,15.287025,Kctd6,
2010012O05Rik,66439,21.084198,Borcs7,
Ldb2,16826,15.321943,Ldb2,
Coil,12812,14.751554,Coil,
Ankrd39,109346,14.880647,Ankrd39,
Dennd1a,227801,14.834928,Dennd1a,
Ptprd,19266,15.156033,Ptprd,
Wnt7a,22421,15.391854,Wnt7a,
Tcerg1,56070,15.229987,Tcerg1,
Ctsh,13036,14.77995,Ctsh,
Yif1b,77254,15.048021,Yif1b,
Bend7,209645,14.827461,Bend7,
Slc25a5,11740,14.888425,Slc25a5,
Frmd7,385354,15.097465,Frmd7,
Brdt,114642,14.863313,Brdt,
Nfix,18032,15.518491,Nfix,
Panx2,406218,14.783545,Panx2,
Mfsd4,213006,16.580143,Mfsd4a,
Osbpl10,74486,15.180221,Osbpl10,
Otud3,73162,14.776367,Otud3,
Gtpbp6,107999,14.90215,Gtpbp6,
Cbr3,109857,16.79727,Cbr3,
Tmem194,210035,18.764015,Nemp1,
Aldh1l1,107747,15.352242,Aldh1l1,
Trim47,217333,14.904122,Trim47,
Rcn1,54720,18.049635,Rcn1,
Lrdd,57913,17.876802,Pidd1,
Clvs2,215890,14.820039,Clvs2,
Cyb5r1,72017,17.387274,Cyb5r1,
Dnajb5,56323,14.792573,Dnajb5,
Mrpl23,19935,14.267582,Mrpl23,
Sigmar1,18391,14.79984,Sigmar1,
Eif2ak3,13666,14.765675,Eif2ak3,
Ttl,69737,14.790761,Ttl,
Dck,13178,14.785345,Dck,
Hepacam,72927,15.279097,Hepacam,
Usp38,74841,14.785345,Usp38,
Diras1,208666,15.383263,Diras1,
Kctd21,622320,15.300345,Kctd21,
Slc46a1,52466,14.767451,Slc46a1,
Rdh13,108841,15.784651,Rdh13,
Zdhhc6,66980,14.756831,Zdhhc6,
Lcat,16816,14.758595,Lcat,
Metap1,75624,14.7428055,Metap1,
Rnf25,57751,14.77995,Rnf25,
Bach2,12014,15.303024,Bach2,
Cdh2,12558,14.803489,Cdh2,
Glce,93683,14.748047,Glce,
Phf15,76901,16.138899,Jade2,
Parp10,671535,15.03923,Parp10,
Smad5,17129,14.865228,Smad5,
Myo10,17909,14.810819,Myo10,
Polr2f,69833,14.737585,Polr2f,
1190007I07Rik,544717,21.084198,Uqcc6,
Itm2a,16431,15.341144,Itm2a,
Slc24a5,317750,14.751554,Slc24a5,
Ube2i,22196,15.258193,Ube2i,
Prdm16,70673,14.801664,Prdm16,
Dmrt3,240590,15.311101,Dmrt3,
Ndufaf1,69702,14.785345,Ndufaf1,
Kif18a,228421,14.807149,Kif18a,
Actn4,60595,15.0860615,Actn4,
Ccdc163,68394,16.443554,Ccdc163,
Fam179b,328108,14.529585,Togaram1,
Fxyd5,18301,15.423847,Fxyd5,
Sema4c,20353,14.870989,Sema4c,
Eno3,13808,15.170491,Eno3,
Lrch3,70144,14.790761,Lrch3,
Sox7,20680,14.814498,Sox7,
Snx21,101113,14.511758,Snx21,
Ilf2,67781,14.816343,Ilf2,
F2r,14062,14.781747,F2r,
Ntn5,243967,15.204866,Ntn5,
Fam13c,71721,14.96061,Fam13c,
Myt1,268930,16.38056,Myt1,
Commd2,52245,14.776367,Commd2,
Orai1,109305,15.6171465,Orai1,
Mthfd2l,665563,15.106662,Mthfd2l,
Mfap2,17150,14.783545,Mfap2,
Gm266,212539,21.712498,Gm266,
Heatr5a,320487,14.851885,Heatr5a,
Serpinf1,20317,14.807149,Serpinf1,
Dock3,208869,14.853782,Dock3,
Prmt10,102182,15.807665,Prmt9,
Doc2g,60425,16.368353,Doc2g,
Nlgn1,192167,14.781747,Nlgn1,
Dhx40,67487,14.76213,Dhx40,
Angel2,52477,14.746298,Angel2,
Neurl2,415115,14.838676,Neurl2,
Pcbp4,59092,14.878709,Pcbp4,
Alas2,11656,15.151249,Alas2,
Hivep3,16656,15.308403,Hivep3,
Il17b,56069,15.263388,Il17b,
Cr1l,12946,17.45571,Cr1l,
Zkscan16,100041581,21.385788,Zkscan16,
Rps6ka3,110651,15.271219,Rps6ka3,
Ttc8,76260,14.77995,Ttc8,
Ppapdc3,227721,16.38056,Plpp7,
Ikbkap,230233,14.445957,Elp1,
Evc2,68525,15.23507,Evc2,
Trmt2b,215201,14.956493,Trmt2b,
Elf1,13637,17.522753,Elf1,
Ncs1,14299,15.156033,Ncs1,
Stx1b,56216,15.146484,Stx1b,
Tmem80,71448,15.3274,Tmem80,
Efna4,13639,15.6171465,Efna4,
1810030O07Rik,69155,22.149912,1810030O07Rik,
Ctsk,13038,14.96061,Ctsk,
Timeless,21853,14.829325,Timeless,
Fbxw11,103583,15.303024,Fbxw11,
Ubtf,21429,14.831189,Ubtf,
Bcs1l,66821,16.58663,Bcs1l,
Gpr137c,70713,14.769229,Gpr137c,
Ftl1,14325,21.385788,Ftl1,
0610010F05Rik,71675,21.084198,Sanbr,
Klhl8,246293,14.785345,Klhl8,
Spata2,263876,14.801664,Spata2,
Tspan31,67125,14.966811,Tspan31,
Slc25a29,214663,15.054654,Slc25a29,
Klhl26,234378,14.77101,Klhl26,
Mpzl3,319742,14.985591,Mpzl3,
Dnajb12,56709,15.300345,Dnajb12,
Rpl8,26961,14.188948,Rpl8,
Zcchc10,67966,14.725483,Zcchc10,
Prkra,23992,15.097465,Prkra,
Adhfe1,76187,14.732386,Adhfe1,
Tshz2,228911,15.061319,Tshz2,
Ebi3,50498,14.89429,Ebi3,
Zrsr1,22183,7.2169294,Zrsr2-ps1,
Ubap2,68926,15.352242,Ubap2,
Alkbh7,66400,14.994026,Alkbh7,
Kif7,16576,14.785345,Kif7,
U2af2,22185,15.6171465,U2af2,
Sirt6,50721,14.311884,Sirt6,
Epm2aip1,77781,16.145107,Epm2aip1,
Tcf7l1,21415,15.33288,Tcf7l1,
Nprl2,56032,14.306887,Nprl2,
Sufu,24069,13.636097,Sufu,
Tbc1d14,100855,14.880647,Tbc1d14,
Neurod2,18013,14.987695,Neurod2,
Agps,228061,14.270004,Agps,
Gnb2l1,14694,16.549742,Rack1,
Ntrk2,18212,15.255603,Ntrk2,
Hist3h2ba,78303,20.400923,H2bc27,
Ddost,13200,14.755068,Ddost,
Slc25a17,20524,14.836801,Slc25a17,
Manbal,69161,14.772793,Manbal,
Akirin2,433693,14.77101,Akirin2,
Rnf141,67150,14.781747,Rnf141,
Clip4,78785,15.113599,Clip4,
Frmpd3,245643,14.788954,Frmpd3,
Sash1,70097,15.45363,Sash1,
Uhrf2,109113,15.229987,Uhrf2,
Prepl,213760,14.732386,Prepl,
Me3,109264,14.810819,Me3,
Ube2k,53323,15.224924,Ube2k,
Dusp10,63953,14.79984,Dusp10,
Ippk,75678,14.803489,Ippk,
Rps6,20104,13.830858,Rps6,
Sec23b,27054,14.861402,Sec23b,
Sc5d,235293,14.825602,Sc5d,
Ephx2,13850,14.987695,Ephx2,
Alg8,381903,14.568452,Alg8,
D630045J12Rik,330286,21.712498,D630045J12Rik,
D430041D05Rik,241589,21.124914,D430041D05Rik,
Utp11l,67205,17.055033,Utp11,
Qser1,99003,14.739323,Qser1,
Zfhx4,80892,14.751554,Zfhx4,
Dcp1a,75901,14.788954,Dcp1a,
Txn1,22166,20.559002,Txn1,
Srgap2,14270,14.838676,Srgap2,
Armcx3,71703,16.235346,Armcx3,
Adamts15,235130,15.240174,Adamts15,
Isca1,69046,14.760362,Isca1,
Pgam5,72542,14.478608,Pgam5,
Wdr13,73447,14.946258,Wdr13,
Zc3h4,330474,14.8825865,Zc3h4,
Epha2,13836,15.313804,Epha2,
Nap1l1,53605,14.774578,Nap1l1,
Traf2,22030,15.271219,Traf2,
Cdh20,23836,15.258193,Cdh20,
Rbl2,19651,14.798019,Rbl2,
Nrm,106582,14.794385,Nrm,
Cdadc1,71891,14.79984,Cdadc1,
Cldn11,18417,15.284377,Cldn11,
Fancg,60534,14.778158,Fancg,
Zfp799,240064,21.385788,Zfp799,
Penk,110182,16.490938,Penk,
Tmc7,209760,15.190022,Tmc7,
Pdia6,71853,14.748047,Pdia6,
Ube2a,22209,14.787148,Ube2a,
Sin3b,20467,14.803489,Sin3b,
Dnajc6,72685,14.763902,Dnajc6,
Bnip1,224630,15.295001,Bnip1,
Kcnv1,67498,14.857587,Kcnv1,
Tnrc6c,217351,15.21988,Tnrc6c,
Xpot,73192,14.77101,Xpot,
9330182L06Rik,231014,21.084198,Elapor2,
Tm9sf4,99237,14.287086,Tm9sf4,
Atad2,70472,15.125248,Atad2,
Gstk1,76263,15.118246,Gstk1,
Id1,15901,14.95444,Id1,
Mfsd10,68294,14.785345,Mfsd10,
Retsat,67442,15.374729,Retsat,
Ddx3y,26900,19.293514,Ddx3y,
Krcc1,57896,15.840231,Krcc1,
Calm3,12315,15.844295,Calm3,
Dctpp1,66422,15.083793,Dctpp1,
Serinc2,230779,14.942185,Serinc2,
Uqcrc1,22273,15.889842,Uqcrc1,
Tbccd1,70573,14.76213,Tbccd1,
Decr2,26378,14.7289295,Decr2,
Phip,93742,17.461943,Phip,
Pros1,19128,14.763902,Pros1,
Macf1,11426,15.386121,Macf1,
Malt1,240354,14.848097,Malt1,
9430020K01Rik,240185,21.084198,Jcad,
Lrig2,269473,14.781747,Lrig2,
Gprasp2,245607,16.683802,Gprasp2,
Slc35b1,73836,18.48137,Slc35b1,
Glt8d1,76485,14.774578,Glt8d1,
Gpatch4,66614,15.240174,Gpatch4,
Prr11,270906,15.092891,Prr11,
Zik1,22775,18.268518,Zik1,
Slitrk4,245446,14.776367,Slitrk4,
Magi1,215748,15.790516,Magi1,
Klhl2,77113,14.792573,Klhl2,
Rarb,218772,15.187564,Rarb,
Znf512b,269401,18.35969,Zfp512b,
Rad21,19357,15.209851,Rad21,
4930444P10Rik,75799,21.385788,4930444P10Rik,
Aph1b,208117,15.292336,Aph1b,
Tspyl4,72480,16.19743,Tspyl4,
Zfp146,26465,21.385788,Zfp146,
Chchd1,66121,14.823745,Chchd1,
Dlx6,13396,15.132289,Dlx6,
B4galt1,14595,15.240174,B4galt1,
Ctxn1,330695,15.214857,Ctxn1,
Stk32a,269019,14.810819,Stk32a,
Zbtb33,56805,14.788954,Zbtb33,
Rprd2,75137,15.311101,Rprd2,
Elmod3,232089,14.825602,Elmod3,
Casc4,319996,14.031098,Golm2,
Peli1,67245,15.255603,Peli1,
Dbn1,56320,14.816343,Dbn1,
Smpd3,58994,14.787148,Smpd3,
Fancl,67030,14.311884,Fancl,
Ttc32,75516,14.842437,Ttc32,
1810043G02Rik,67884,21.084198,Cfap410,
Kcng3,225030,14.785345,Kcng3,
Egr2,13654,15.303024,Egr2,
Syf2,68592,14.710089,Syf2,
Zfp655,72611,20.907745,Zfp655,
Gabra5,110886,14.810819,Gabra5,
Siae,22619,14.878709,Siae,
Abcc8,20927,14.778158,Abcc8,
Mlxip,208104,14.892332,Mlxip,
Tra2a,101214,14.842437,Tra2a,
6330408A02Rik,321008,20.400923,Zswim9,
Kif17,16559,14.820039,Kif17,
Inpp5f,101490,14.723763,Inpp5f,
Rit1,58208,17.723768,Rit1,
Fam195b,192173,17.403778,Mcrip1,
Esd,13885,14.75331,Esd,
Gipr,381853,15.305711,Gipr,
Nfxl1,100978,14.77995,Nfxl1,
Ssbp2,66970,15.271219,Ssbp2,
Sec23ip,207352,14.865228,Sec23ip,
Arhgdia,192662,14.834928,Arhgdia,
Aco2,11429,14.627729,Aco2,
Peo1,226153,17.723768,Twnk,
Slc6a9,14664,14.767451,Slc6a9,
Cntnap4,170571,15.566882,Cntnap4,
Donson,60364,15.144106,Donson,
Dgcr6,13353,15.959076,Dgcr6,
Fam46c,74645,14.385009,Tent5c,
Maz,17188,15.6103325,Maz,
Begain,380785,15.187564,Begain,
Tmem126a,66271,15.004646,Tmem126a,
Med18,67219,14.251948,Med18,
Klhdc9,68874,15.773045,Klhdc9,
Gnpat,14712,14.683161,Gnpat,
Clptm1,56457,14.869065,Clptm1,
Safb2,224902,16.145107,Safb2,
Dsp,666279,16.490938,Dsp,
Oscp1,230751,14.637342,Oscp1,
Itih3,16426,15.87726,Itih3,
Gpc1,14733,15.303024,Gpc1,
Gmeb2,229004,14.805318,Gmeb2,
Naf1,57783,17.653353,Naf1,
Mdn1,100019,14.723763,Mdn1,
Man2a2,140481,14.785345,Man2a2,
Uty,22290,19.479548,Uty,
Rtn4rl2,269295,15.420906,Rtn4rl2,
Hus1,15574,14.767451,Hus1,
Mpp6,56524,13.955534,Pals2,
Gabra3,14396,15.0860615,Gabra3,
Gtpbp3,69237,18.764015,Gtpbp3,
Lias,79464,14.703305,Lias,
Wbscr22,66138,14.458488,Bud23,
Esco1,77805,15.137002,Esco1,
Dcaf17,75763,14.734116,Dcaf17,
Emb,19009,18.24816,Emb,
Rictor,78757,14.527916,Rictor,
Mbd2,17191,15.059093,Mbd2,
Srpk2,20817,14.869065,Srpk2,
Sla,15203,16.138899,Sla,
Daglb,231871,14.756831,Daglb,
Procr,19124,15.499626,Procr,
Lmo7,380928,15.217366,Lmo7,
Prkdc,19090,14.760362,Prkdc,
Tmem160,69094,15.095176,Tmem160,
Zfp532,328977,21.385788,Zfp532,
Thap4,67026,14.825602,Thap4,
Zfp651,270210,19.950861,Zbtb47,
Cryzl1,66609,14.756831,Cryzl1,
Aco1,11428,14.645408,Aco1,
Stil,20460,14.755068,Stil,
Tmie,20776,14.805318,Tmie,
Cpsf1,94230,14.418811,Cpsf1,
Agbl3,76223,15.502751,Agbl3,
Zc3hc1,232679,14.778158,Zc3hc1,
Gphn,268566,15.242732,Gphn,
Ptprf,19268,15.289679,Ptprf,
Mina,67014,14.625904,Riox2,
Dap,15874,17.403778,Dap,
Usp10,22224,14.353864,Usp10,
Sh3gl2,20404,15.319224,Sh3gl2,
Dgki,320127,14.812657,Dgki,
Pcyox1l,240334,15.172917,Pcyox1l,
Dock1,330662,14.767451,Dock1,
Necap1,67602,14.833056,Necap1,
Sema4f,20355,15.168071,Sema4f,
Sergef,27414,14.686496,Sergef,
Spint2,20733,15.165653,Spint2,
Dbpht2,386753,22.813986,Dbpht2,
Srp72,66661,14.220066,Srp72,
Unk,217331,14.313136,Unk,
Hdac9,79221,15.297668,Hdac9,
Rragb,245670,16.297264,Rragb,
Akr1e1,56043,21.712498,Akr1e1,
Fzd2,57265,14.872914,Fzd2,
Ring1,19763,15.603551,Ring1,
Cdr2,12585,15.258193,Cdr2,
Gpbp1,73274,15.32467,Gpbp1,
Hexdc,238023,13.74042,Hexd,
Jmy,57748,14.772793,Jmy,
Akap11,219181,14.769229,Akap11,
Dusp16,70686,14.814498,Dusp16,
Magee2,272790,16.450022,Magee2,
Traf3ip2,103213,15.313804,Traf3ip2,
CK137956,635169,21.712498,CK137956,
Mertk,17289,15.321943,Mertk,
Mrpl28,68611,14.240048,Mrpl28,
Adc,73748,15.630132,Adc,
C1ql3,227580,15.386121,C1ql3,
Rfc2,19718,14.608718,Rfc2,
Xpo6,74204,14.765675,Xpo6,
Idh2,269951,14.613444,Idh2,
Cdh7,23836,16.095396,Cdh7,
Mospd3,68929,16.089886,Mospd3,
Arv1,68865,14.254341,Arv1,
Rpl9,20005,13.92963,Rpl9,
Nek7,59125,14.76213,Nek7,
Dmxl1,240283,14.994026,Dmxl1,
Lrrfip2,71268,14.755068,Lrrfip2,
Vcl,22330,15.194951,Vcl,
Adra2a,11551,14.730656,Adra2a,
Rbm3,19652,16.134892,Rbm3,
Rab13,68328,15.00892,Rab13,
Trpc6,22068,15.242732,Trpc6,
Rundc3b,242819,14.778158,Rundc3b,
Chodl,246048,14.755068,Chodl,
Dlgap4,228836,15.313804,Dlgap4,
Cnot8,69125,14.790761,Cnot8,
Lyrm2,108755,14.739323,Lyrm2,
D17H6S53E,114585,21.712498,D17H6S53E,
Ap1s1,11769,15.061319,Ap1s1,
Prdx3,11757,14.758595,Prdx3,
Fdxacb1,382137,14.827461,Fdxacb1,
Celsr3,107934,14.844321,Celsr3,
Hebp1,15199,15.242732,Hebp1,
Rnf135,71956,15.630885,Rnf135,
Prdx2,21672,15.151249,Prdx2,
Chpt1,212862,14.781747,Chpt1,
Dcun1d2,102323,15.36063,Dcun1d2,
Ablim2,231148,14.746298,Ablim2,
Rps23,66475,14.210768,Rps23,
Igf2r,16004,14.755068,Igf2r,
Rhoq,104215,14.914032,Rhoq,
Ap4s1,11782,14.730656,Ap4s1,
Dlat,235339,14.744551,Dlat,
Med12l,329650,15.423847,Med12l,
Tmco6,71983,14.785345,Tmco6,
Pxmp2,19301,15.111282,Pxmp2,
Ptpre,19267,15.300345,Ptpre,
Morc3,338467,15.265992,Morc3,
Lpin2,64898,14.769229,Lpin2,
Npnt,114249,15.276467,Npnt,
Rnf2,19821,14.760362,Rnf2,
Unc79,217843,14.51761,Unc79,
Racgap1,26934,14.749799,Racgap1,
Prdm8,77630,15.366252,Prdm8,
Hgf,17295,15.953397,Hgf,
Galnt7,108150,14.756831,Galnt7,
Spopl,76857,15.292336,Spopl,
Thap11,59016,14.898214,Thap11,
Sult2b1,54200,15.769197,Sult2b1,
St6galnac6,50935,14.792573,St6galnac6,
Trak1,67095,15.258193,Trak1,
Amigo3,320844,14.790761,Amigo3,
Kif11,16551,14.772793,Kif11,
Gak,231580,14.792573,Gak,
Birc2,11797,15.095176,Birc2,
Tomm40l,641376,14.938125,Tomm40l,
Kcnn1,84036,15.412123,Kcnn1,
Ntm,235106,15.125248,Ntm,
Snapc1,75627,15.287025,Snapc1,
Rab26,328778,14.934078,Rab26,
Yy1,22632,15.3274,Yy1,
Plch1,269437,14.749799,Plch1,
Rchy1,68098,14.386594,Rchy1,
Pdp2,382051,14.814498,Pdp2,
Msl1,74026,15.163241,Msl1,
Pcdhb13,93884,19.032642,Pcdhb13,
Tmem11,216821,14.769229,Tmem11,
Lypd1,72585,15.043619,Lypd1,
Ctrl,109660,15.313804,Ctrl,
Carf,241066,15.102055,Carf,
Ccdc137,67291,14.788954,Ccdc137,
Gpr155,68526,15.265992,Gpr155,
Mkrn1,54484,14.776367,Mkrn1,
Ap1g2,11766,15.097465,Ap1g2,
Nmt1,18107,15.118246,Nmt1,
Uhrf1,18140,14.656782,Uhrf1,
Lsg1,224092,14.699925,Lsg1,
Spc25,66442,14.642174,Spc25,
Abcc1,17250,14.994026,Abcc1,
Slc36a1,215335,15.36063,Slc36a1,
Uprt,331487,14.790761,Uprt,
Phf10,72057,14.749799,Phf10,
Neto2,74513,15.125248,Neto2,
Etfdh,66841,14.756831,Etfdh,
Gpi1,14755,18.48137,Gpi1,
Anxa5,11747,15.313804,Anxa5,
Actr1b,226977,15.217366,Actr1b,
Nipa2,93790,14.756831,Nipa2,
Prox1,17168,16.183863,Prox1,
Irs2,384783,15.34391,Irs2,
Basp1,70350,14.849989,Basp1,
Ccdc138,76138,15.209851,Ccdc138,
Akr1b10,67861,17.827356,Akr1b10,
Slc25a26,67582,14.748047,Slc25a26,
Ufsp1,70240,14.594637,Ufsp1,
Wdr37,207615,14.356451,Wdr37,
Ephb4,13846,15.712831,Ephb4,
Dusp28,67446,14.829325,Dusp28,
Kcnma1,16531,15.27384,Kcnma1,
Arhgap8,109270,17.099623,Arhgap8,
Mospd1,70380,14.774578,Mospd1,
Fstl5,213262,14.647025,Fstl5,
Clip3,76686,14.94422,Clip3,
C1qtnf4,67445,14.825602,C1qtnf4,
Ank1,11733,15.242732,Ank1,
Pecr,111175,14.812657,Pecr,
Cox8a,12868,17.52795,Cox8a,
Gpr173,70771,15.192484,Gpr173,
Lrp6,16974,14.79984,Lrp6,
Msh3,17686,14.597752,Msh3,
Endod1,71946,15.313804,Endod1,
Aimp2,231872,14.397246,Aimp2,
Slc38a5,209837,15.769197,Slc38a5,
Mgat3,17309,15.021824,Mgat3,
Syne1,64009,15.383263,Syne1,
Zmynd10,114602,14.318157,Zmynd10,
Gnb2,14693,15.204866,Gnb2,
Kdm5a,214899,14.794385,Kdm5a,
Cox19,68033,15.550551,Cox19,
Ddx17,67040,15.050228,Ddx17,
Pigg,433931,14.803489,Pigg,
Nup155,170762,14.751554,Nup155,
Bcap31,27061,14.996142,Bcap31,
Naa40,70999,14.34613,Naa40,
Fam105a,223433,14.61879,Otulinl,
Ube2cbp,70348,18.049635,Ube3d,
Stk38,106504,15.321943,Stk38,
Dvl2,13543,15.158431,Dvl2,
Mrpl47,74600,14.240048,Mrpl47,
Gtpbp2,56055,15.253019,Gtpbp2,
Abhd5,67469,15.182663,Abhd5,
Lime1,72699,15.521661,Lime1,
Slit2,20563,14.746298,Slit2,
Cyb561,13056,15.73135,Cyb561,
Khdrbs2,170771,14.820039,Khdrbs2,
Rab23,19335,14.270004,Rab23,
Zdhhc5,228136,15.33288,Zdhhc5,
Mocs2,17434,15.144106,Mocs2,
Gmds,218138,14.737585,Gmds,
Grik1,14805,15.099758,Grik1,
Ankdd1b,271144,14.833056,Ankdd1b,
E330009J07Rik,243780,21.084198,Dennd11,
Neurod1,18012,14.796202,Neurod1,
Nphp3,74025,14.787148,Nphp3,
Car15,80733,16.308846,Car15,
Amotl1,75723,15.160834,Amotl1,
Zhx1,22770,15.146484,Zhx1,
Rps6kc1,17164,18.764015,Rps6kc1,
Rasd1,19416,14.940153,Rasd1,
Sft2d3,67158,14.922014,Sft2d3,
Kcnh7,170738,14.776367,Kcnh7,
Rps19,20085,10.34811,Rps19,
Bag2,213539,14.751554,Bag2,
Gpr165,76206,21.124914,Gpr165,
Dpf2,19708,14.975123,Dpf2,
Atg2a,329015,15.081528,Atg2a,
Trim62,67525,15.600176,Trim62,
Ubr1,22222,14.238865,Ubr1,
Pkdcc,106522,15.330138,Pkdcc,
Htr3a,15561,15.077009,Htr3a,
Cdkn1a,12575,14.859492,Cdkn1a,
Gm527,217648,21.712498,Gm527,
As3mt,57344,14.870989,As3mt,
Zdhhc12,66220,15.287025,Zdhhc12,
Pcolce2,76477,15.287025,Pcolce2,
Cep68,216543,14.818189,Cep68,
Tmem74,239408,15.065784,Tmem74,
4921507P07Rik,70821,21.084198,Spmip4,
Tubg2,103768,17.201242,Tubg2,
Stxbp6,217517,14.787148,Stxbp6,
Slc30a5,69048,14.774578,Slc30a5,
Cdc73,214498,14.661687,Cdc73,
Dusp12,80915,14.774578,Dusp12,
Bclaf1,72567,15.284377,Bclaf1,
Socs6,54607,15.180221,Socs6,
Twsg1,65960,15.27384,Twsg1,
Gjc1,353155,17.586458,Gjc1,
Pigw,70325,14.77101,Pigw,
Fam122b,78755,13.977319,Pabir2,
Fam135b,70363,14.827461,Fam135b,
Echdc2,52430,14.818189,Echdc2,
Parvb,170736,14.803489,Parvb,
Aen,68048,15.573475,Aen,
Arl4d,80981,15.120575,Arl4d,
Fkbp14,231997,14.262752,Fkbp14,
Slc4a7,218756,15.03923,Slc4a7,
E2f5,13559,14.758595,E2f5,
Slc4a10,94229,15.23762,Slc4a10,
Slc41a3,71699,15.281735,Slc41a3,
Gria4,14802,15.265992,Gria4,
Fam120c,207375,15.163241,Fam120c,
Inadl,12695,17.145752,Patj,
Ubap2l,74383,14.785345,Ubap2l,
Gtdc1,227835,14.790761,Gtdc1,
Bid,12122,15.397614,Bid,
Lypla2,26394,14.788954,Lypla2,
Taf10,24075,14.619775,Taf10,
Impad1,242291,13.986133,Bpnt2,
Mbd5,17257,16.709167,Mbd5,
Parp2,11546,15.037041,Parp2,
Gad2,14417,14.7428055,Gad2,
Lrch1,380916,14.831189,Lrch1,
1110034G24Rik,73747,21.084198,Shld1,
Drg2,13495,14.774578,Drg2,
Foxf2,14238,15.33288,Foxf2,
Mdga1,74762,15.175347,Mdga1,
Garnl3,99326,14.734116,Garnl3,
Perp,64058,15.011063,Perp,
Gtf2ird2,114674,20.721714,Gtf2ird2,
Sdcbp2,60409,18.61524,Sdcbp2,
Usf1,22278,15.002515,Usf1,
Myo5b,17919,14.842437,Myo5b,
Dync1i2,13427,15.197422,Dync1i2,
Taf6l,225895,14.962674,Taf6l,
Sae1,56459,14.886476,Sae1,
Atg12,67526,14.217735,Atg12,
Galk2,69976,14.746298,Galk2,
Fam117a,215512,15.509024,Fam117a,
Rap2a,76108,15.3274,Rap2a,
Gdap2,14547,14.326993,Gdap2,
Eif5a,276770,15.139367,Eif5a,
Mtmr7,54384,15.284377,Mtmr7,
2810004N23Rik,66523,21.084198,Fsaf1,
Flywch2,76917,16.326412,Flywch2,
Pthlh,19227,15.287025,Pthlh,
Nup93,71805,14.781747,Nup93,
Tbrg1,21376,15.041421,Tbrg1,
Nup133,234865,14.282184,Nup133,
Xrn2,24128,14.71179,Xrn2,
Pcdhb18,93889,20.721714,Pcdhb18,
Tmem170,66817,20.721714,Tmem170,
Ahr,11622,15.190022,Ahr,
Hadha,97212,15.255603,Hadha,
Rai1,497106,16.354332,Rai1,
Fam98b,68215,14.785345,Fam98b,
5730455P16Rik,70591,21.385788,5730455P16Rik,
Ddt,13202,15.481031,Ddt,
Plat,18791,14.774578,Plat,
Pcdhb9,93880,20.2843,Pcdhb9,
