query,_id,_score,symbol,notfound
Fxyd2,11936,15.73135,Fxyd2,
Sec14l1,74136,15.224924,Sec14l1,
Safb,224903,15.295001,Safb,
Sin3a,20466,14.627729,Sin3a,
Tmem98,103743,14.693194,Tmem98,
Znrf2,387524,15.423847,Znrf2,
Rhbdd2,215160,14.833056,Rhbdd2,
Sumf1,58911,14.751554,Sumf1,
Zfp1,22640,16.119715,Zfp1,
Sult5a1,57429,16.263126,Sult5a1,
Atp6v1b2,11966,14.996142,Atp6v1b2,
Srbd1,78586,14.710089,Srbd1,
Wdr83,67836,14.908077,Wdr83,
Dhrs3,20148,15.292336,Dhrs3,
Odf2l,52184,15.255603,Odf2l,
Mbip,14828,18.764015,Mbip,
Bsdc1,100383,14.76213,Bsdc1,
Mtus1,102103,15.287025,Mtus1,
Zfp786,330301,21.124914,Zfp786,
Adra2c,11553,14.7428055,Adra2c,
Ppp1r15a,17872,15.712831,Ppp1r15a,
Pdia5,72599,14.756831,Pdia5,
Cct7,12468,14.16861,Cct7,
P2ry12,70839,14.9482975,P2ry12,
Chchd3,66075,14.763902,Chchd3,
Smurf1,75788,14.820039,Smurf1,
Slmo1,225655,16.462479,Prelid3a,
Lemd2,224640,15.297668,Lemd2,
Eri3,140546,15.295001,Eri3,
Gas6,14456,14.808982,Gas6,
Zdhhc2,70546,14.758595,Zdhhc2,
Ppp1r7,66385,14.792573,Ppp1r7,
Derl3,70377,15.36063,Derl3,
Ptchd2,242748,16.929543,Disp3,
Lrp5,16973,14.872914,Lrp5,
Rab36,76877,14.870989,Rab36,
Pknox2,208076,14.888425,Pknox2,
Mfsd9,211798,14.79984,Mfsd9,
Cd34,12490,14.912044,Cd34,
Zranb3,226409,14.758595,Zranb3,
Stmn3,20262,15.054654,Stmn3,
Tcte2,21646,22.813986,Tcte2,
Srm,20811,18.24816,Srm,
Fscn1,14086,15.369071,Fscn1,
Ppargc1a,19017,14.787148,Ppargc1a,
4933427D14Rik,74477,20.05764,4933427D14Rik,
Qpctl,67369,15.6103325,Qpctl,
Gtpbp8,66067,14.765675,Gtpbp8,
Nae1,234664,14.739323,Nae1,
Hnrnpab,15384,15.27384,Hnrnpab,
Insm1,53626,15.462701,Insm1,
Csf1r,12978,15.281735,Csf1r,
Necab1,69352,14.846208,Necab1,
Me1,21406,17.653353,Me1,
Nedd4,17999,14.651894,Nedd4,
Rtn2,20167,15.680146,Rtn2,
Sox11,20666,15.412123,Sox11,
Ndufv3,78330,14.444895,Ndufv3,
Ell,13716,14.810819,Ell,
Cenpm,66570,15.33288,Cenpm,
Atp5f1,11950,14.379065,Atp5pb,
Sall2,50524,15.197422,Sall2,
Scn3b,235281,14.75331,Scn3b,
Fgf11,14166,15.840231,Fgf11,
Spcs3,76976,18.35969,Spcs3,
Eno1,433182,15.676263,Eno1,
Aatf,56321,14.34613,Aatf,
Ube2e2,218793,15.78077,Ube2e2,
Hist2h3c1,15077,21.084198,H3c14,
Mllt1,64144,15.284377,Mllt1,
Map3k4,26407,14.765675,Map3k4,
Wwp1,107568,15.146484,Wwp1,
Serinc3,26943,14.876775,Serinc3,
Zfp207,22680,21.124914,Zfp207,
Rps25,75617,14.196944,Rps25,
Adra1a,11550,16.929543,Adra1a,
Usp36,72344,14.82189,Usp36,
Speg,11790,14.66661,Speg,
Cnpy2,56530,14.906099,Cnpy2,
Nono,53610,14.842437,Nono,
Etv5,104156,15.4063,Etv5,
Cops7a,26894,14.840556,Cops7a,
Mrps35,232536,14.228257,Mrps35,
Zfpm1,22761,14.833056,Zfpm1,
D3Bwg0562e,229791,20.400923,Plppr4,
Gpr37l1,171469,15.279097,Gpr37l1,
Fbxw9,68628,14.946258,Fbxw9,
Ccdc50,67501,15.207356,Ccdc50,
Mcf2l,17207,15.23762,Mcf2l,
Bcl9,77578,14.803489,Bcl9,
Tssc4,56844,14.89429,Tssc4,
Ddx42,72047,14.75331,Ddx42,
Cd200,17470,16.036915,Cd200,
Uchl3,50933,14.760362,Uchl3,
Pkd1,18760,15.6919985,Pkd1,
2510003E04Rik,72320,21.084198,Kifbp,
Raf1,13586,15.542391,Raf1,
Aurkb,20877,15.180221,Aurkb,
Mocs3,69372,14.53236,Mocs3,
Irak1,16179,15.12291,Irak1,
Cox6c,12864,16.49622,Cox6c,
Hrh3,99296,15.097465,Hrh3,
Clta,12757,14.846208,Clta,
Cox7b,66142,15.49651,Cox7b,
Cdh5,12562,14.818189,Cdh5,
Ddhd1,114874,15.305711,Ddhd1,
Abca8b,27404,21.712498,Abca8b,
Fam45a,67894,14.130752,Dennd10,
Hist1h4i,319158,19.614708,H4c9,
Plekho2,102595,14.803489,Plekho2,
Prmt2,15468,15.319224,Prmt2,
Aif1,11629,15.709158,Aif1,
Tmem107,66910,15.5153265,Tmem107,
Zfp748,212276,21.124914,Zfp748,
Cd81,12520,15.227454,Cd81,
Cdc42ep1,104445,15.321943,Cdc42ep1,
Kcnc1,16502,15.297668,Kcnc1,
Zcchc24,71918,14.718618,Zcchc24,
Uqcrfs1,66694,15.651769,Uqcrfs1,
Sike1,66641,14.818189,Sike1,
Fbxo41,330369,14.803489,Fbxo41,
Tsn,22099,14.77995,Tsn,
Setd1a,233904,15.15364,Setd1a,
Dgkg,110197,15.163241,Dgkg,
Calm2,12314,15.371898,Calm2,
Pde8b,218461,14.796202,Pde8b,
Zmat1,215693,15.352242,Zmat1,
Crybb1,12960,14.914032,Crybb1,
Angpt1,11600,14.833056,Angpt1,
Syt7,54525,14.730656,Syt7,
Rsu1,20163,14.760362,Rsu1,
Drd2,13489,15.300345,Drd2,
Tbc1d7,67046,14.426992,Tbc1d7,
Ints12,71793,14.533842,Ints12,
Prrg3,208748,15.371898,Prrg3,
Cecr5,214932,14.714373,Hdhd5,
Pcmtd2,245867,15.300345,Pcmtd2,
Snap29,67474,14.27243,Snap29,
Top1mt,72960,15.547309,Top1mt,
Egfl6,54156,14.816343,Egfl6,
Prpf38a,230596,14.730656,Prpf38a,
Flot2,14252,15.180221,Flot2,
Ascc2,75452,14.7428055,Ascc2,
Pdgfrl,68797,14.772793,Pdgfrl,
Fst,14313,15.192484,Fst,
Ptges,56351,18.931433,Ptges,
Trhde,237553,15.160834,Trhde,
Slc35c2,228875,14.827461,Slc35c2,
Ccdc66,320234,14.776367,Ccdc66,
Zfp407,240476,21.385788,Zfp407,
Ddx25,30959,15.444623,Ddx25,
Nsun2,28114,14.262752,Nsun2,
Gpr64,237175,15.825035,Adgrg2,
Zfp318,57908,21.385788,Zfp318,
Nrgn,64011,15.505883,Nrgn,
Rtf1,76246,14.222402,Rtf1,
Pprc1,226169,14.842437,Pprc1,
Tmem208,66320,14.792573,Tmem208,
U2af1,108121,14.807149,U2af1,
Tmem63c,217733,14.774578,Tmem63c,
Kctd9,105440,15.289679,Kctd9,
Trpm2,28240,14.807149,Trpm2,
Zfr,22763,14.79984,Zfr,
Enho,69638,15.698202,Enho,
2310009B15Rik,69549,21.712498,2310009B15Rik,
Bphl,68021,14.857587,Bphl,
Slc25a22,68267,15.335629,Slc25a22,
Dpp6,13483,15.268604,Dpp6,
Exosc3,66362,14.928033,Exosc3,
Opa1,74143,14.260343,Opa1,
1810024B03Rik,329509,21.385788,1810024B03Rik,
Smarca1,93761,15.104356,Smarca1,
Tia1,21841,15.072507,Tia1,
Fam168a,319604,14.783545,Fam168a,
Gm5741,100503710,20.400923,Gng14,
Eif4b,75705,14.741062,Eif4b,
Uck1,22245,14.772793,Uck1,
Ebf3,100732,16.611252,Ebf3,
Cnnm1,83674,15.102055,Cnnm1,
Rtn4ip1,170728,14.75331,Rtn4ip1,
Lck,16818,14.827461,Lck,
Zfp518b,100515,21.124914,Zfp518b,
Olfm2,244723,15.4297495,Olfm2,
Snta1,20648,14.833056,Snta1,
Dapp1,26377,14.77101,Dapp1,
Trpc3,22065,15.1346445,Trpc3,
9930013L23Rik,80982,21.084198,Cemip,
Aasdh,231326,14.341001,Aasdh,
Ciapin1,109006,14.256739,Ciapin1,
Sppl3,74585,14.723763,Sppl3,
Unc50,67387,14.287086,Unc50,
Zbtb7a,16969,14.814498,Zbtb7a,
Tube1,71924,14.748047,Tube1,
Mxra7,67622,15.363438,Mxra7,
Ap1ar,211556,14.807149,Ap1ar,
Slc12a2,20496,14.755068,Slc12a2,
Git2,26431,15.217366,Git2,
Dlgap1,224997,15.271219,Dlgap1,
A630007B06Rik,213993,21.084198,Ccdc186,
Dstn,56431,15.420906,Dstn,
Parg,26430,14.914032,Parg,
Poldip2,67811,14.284631,Poldip2,
Parn,74108,14.694873,Parn,
Tram2,170829,14.798019,Tram2,
Pcdh17,219228,14.787148,Pcdh17,
Obfc1,108689,14.563194,Stn1,
Foxp4,74123,14.827461,Foxp4,
Dcn,13179,14.808982,Dcn,
Tpst1,22021,14.801664,Tpst1,
Armcx2,67416,16.208149,Armcx2,
Arglu1,234023,14.650269,Arglu1,
Ube2v2,70620,14.539797,Ube2v2,
Rabac1,14470,15.102055,Rabac1,
Phtf1,18685,14.848097,Phtf1,
D030056L22Rik,225995,21.385788,D030056L22Rik,
Tppp3,67971,14.918017,Tppp3,
C1qc,12262,15.297668,C1qc,
Ptpn5,19259,14.859492,Ptpn5,
Ids,15931,14.323199,Ids,
Dusp3,72349,15.33288,Dusp3,
Il6st,16195,14.867146,Il6st,
Shank3,58234,15.346683,Shank3,
Stc1,20855,14.810819,Stc1,
Ucp2,22228,15.540849,Ucp2,
Slc27a1,26457,15.518491,Slc27a1,
Mboat1,218121,14.798019,Mboat1,
Mrap2,244958,15.240174,Mrap2,
Ncoa6,56406,14.487175,Ncoa6,
Akap7,432442,15.158431,Akap7,
Atad5,237877,15.265992,Atad5,
Frmd4a,209630,14.77101,Frmd4a,
Msh6,17688,14.209611,Msh6,
Syt14,329324,14.65515,Syt14,
Grm2,108068,15.338383,Grm2,
Tcf7l2,21416,14.751554,Tcf7l2,
Cpeb4,67579,15.2224,Cpeb4,
Uqcr11,66594,16.5652,Uqcr11,
Fam84b,399603,14.27086,Lratd2,
Rgs10,67865,15.341144,Rgs10,
Uba5,66663,14.271216,Uba5,
Fyttd1,69823,15.194951,Fyttd1,
Pdlim5,56376,15.271219,Pdlim5,
Cpne9,211232,15.041421,Cpne9,
Gpr158,241263,15.281735,Gpr158,
Sdk1,330222,15.284377,Sdk1,
Dhrs4,28200,15.21988,Dhrs4,
Rpl7l1,66229,14.75331,Rpl7l1,
Klf15,66277,14.772793,Klf15,
Skil,20482,15.271219,Skil,
Ehmt1,77683,15.335629,Ehmt1,
Arrb1,109689,14.956493,Arrb1,
Nt5m,103850,15.214857,Nt5m,
Cyfip1,20430,14.814498,Cyfip1,
Nap1l4,17955,15.292336,Nap1l4,
Plxdc2,67448,15.250441,Plxdc2,
Rabep2,70314,15.127591,Rabep2,
Ano10,102566,15.300345,Ano10,
Syap1,67043,14.861402,Syap1,
Coro1a,12721,15.17778,Coro1a,
Nol12,97961,14.787148,Nol12,
Gpr19,14760,14.869065,Gpr19,
Apeh,235606,15.06802,Apeh,
Api5,11800,14.77101,Api5,
Hs6st2,50786,14.863313,Hs6st2,
Tctn2,67978,14.772793,Tctn2,
Hspa1b,15511,16.263126,Hspa1b,
Coq9,67914,14.298185,Coq9,
Gdi1,14567,15.034856,Gdi1,
Ccdc148,227933,15.104356,Ccdc148,
Aldh1l2,216188,14.792573,Aldh1l2,
Mrps24,64660,14.299425,Mrps24,
Arl8b,67166,15.297668,Arl8b,
Cetn3,12626,14.785345,Cetn3,
Sh3rf1,59009,14.79984,Sh3rf1,
Krt1,16659,17.586458,Krt1,
Rps10,67097,13.616885,Rps10,
Rps6kl1,238323,14.763902,Rps6kl1,
Hspb6,243912,15.17778,Hspb6,
Arg2,11847,14.668258,Arg2,
Clic1,114584,15.139367,Clic1,
P2ry1,18441,14.818189,P2ry1,
Scube1,64706,14.829325,Scube1,
Rin2,56715,15.585543,Rin2,
Camk1d,227541,15.33288,Camk1d,
D1Pas1,110957,21.385788,D1Pas1,
Sdccag3,68112,14.522964,Entr1,
Tep1,19211,17.461943,Tep1,
Smoc2,64074,14.829325,Smoc2,
Pvrl1,58235,16.85198,Nectin1,
Tcf4,21416,16.407312,Tcf4,
Hpgd,15446,14.77995,Hpgd,
Ocrl,320634,14.276079,Ocrl,
Tmem87b,72477,15.09061,Tmem87b,
Mcm5,17218,14.208454,Mcm5,
Wdr20a,69641,20.400923,Wdr20,
Rfwd2,26374,14.439737,Cop1,
Zfp811,240063,21.124914,Zfp811,
Rogdi,66049,14.300665,Rogdi,
Tmem200a,77220,14.769229,Tmem200a,
Sbf1,77980,14.844321,Sbf1,
Zmynd8,228880,14.447672,Zmynd8,
Cck,192656,16.6431,Cck,
Stmn1,16765,15.311101,Stmn1,
Rnf40,233900,15.088334,Rnf40,
Sox1,20664,15.438654,Sox1,
Fam151b,73942,14.785345,Fam151b,
Ddx28,71986,14.801664,Ddx28,
Ctsl,13039,15.836183,Ctsl,
Tlk1,228012,15.23507,Tlk1,
Pdcd10,56426,15.242732,Pdcd10,
Fus,233908,14.648645,Fus,
Wars2,70560,14.744551,Wars2,
S1pr3,13610,15.260789,S1pr3,
St3gal2,20444,14.798019,St3gal2,
Fbxl19,233902,15.769197,Fbxl19,
Cdk10,234854,14.77101,Cdk10,
Fam185a,330050,14.77995,Fam185a,
Pou3f3,18993,15.4476185,Pou3f3,
Zfp287,170740,20.907745,Zfp287,
Haus7,73738,15.156033,Haus7,
Sdsl,257635,14.898214,Sdsl,
Tbr1,21375,15.346683,Tbr1,
Mlc1,170790,14.30315,Mlc1,
Atrnl1,226255,15.300345,Atrnl1,
Epn2,13855,14.776367,Epn2,
Dcxr,67880,14.863313,Dcxr,
Cygb,114886,15.276467,Cygb,
Ccdc34,68201,14.934078,Ccdc34,
Zbtb40,230848,14.863313,Zbtb40,
Suv420h2,232811,17.145752,Kmt5c,
Abhd3,106861,14.798019,Abhd3,
Nrg3,18183,15.335629,Nrg3,
Mcm6,17219,14.222402,Mcm6,
Ccdc127,67433,15.229987,Ccdc127,
Zmat5,67178,14.734116,Zmat5,
Cit,67422,16.43461,Cit,
2210016F16Rik,70153,21.084198,Qng1,
Cdca8,52276,14.794385,Cdca8,
Zbtb16,235320,15.369071,Zbtb16,
Kcna5,16493,15.687339,Kcna5,
Plod2,26432,14.706692,Plod2,
Ank3,11735,15.063549,Ank3,
Net1,56349,14.842437,Net1,
Ndufab1,70316,15.338383,Ndufab1,
Pkia,18767,14.814498,Pkia,
Ercc8,71991,14.76213,Ercc8,
Slc39a9,328133,14.715199,Slc39a9,
Cux2,13048,15.268604,Cux2,
Pcdhb10,93881,18.46673,Pcdhb10,
Ptpn14,19250,15.141735,Ptpn14,
Smap2,69780,14.820039,Smap2,
Lrfn4,225875,15.852458,Lrfn4,
Plekha4,69217,15.735085,Plekha4,
Prpf4,70052,14.727205,Prpf4,
3110082I17Rik,73212,21.084198,Chlsn,
Snx7,76561,14.781747,Snx7,
Rwdd1,66521,14.798019,Rwdd1,
Sp2,78912,14.794385,Sp2,
Rqcd1,58184,17.01188,Cnot9,
Stk32c,57740,15.127591,Stk32c,
Shprh,268281,14.77101,Shprh,
Epb4.1,269587,19.950861,Epb4.1,
Igfbpl1,75426,15.769197,Igfbpl1,
1700102P08Rik,112418,21.712498,1700102P08Rik,
Mrps9,69527,14.250754,Mrps9,
2700094K13Rik,72657,21.084198,Selenoh,
Pex7,18634,14.360344,Pex7,
Habp4,56541,15.279097,Habp4,
Sfmbt1,54650,14.807149,Sfmbt1,
Pip5kl1,227733,15.011063,Pip5kl1,
Lpcat1,210992,14.846208,Lpcat1,
Vmn2r1,56544,18.029314,Vmn2r1,
Prkd2,101540,15.139367,Prkd2,
Thada,240174,14.308134,Thada,
Frmd3,242506,14.756831,Frmd3,
Pdzd4,245469,15.438654,Pdzd4,
Hira,15260,15.212351,Hira,
Rpl3,27367,13.673089,Rpl3,
Apba3,57267,15.391854,Apba3,
Tmem68,72098,15.118246,Tmem68,
Srebf1,216810,18.35969,Srebf1,
Polr3f,70408,14.273645,Polr3f,
Epn1,13854,15.757727,Epn1,
Hebp2,56016,14.872914,Hebp2,
Ctsf,56464,15.212351,Ctsf,
Gcnt1,14537,15.305711,Gcnt1,
Gfap,14580,14.900182,Gfap,
Etfa,110842,14.648645,Etfa,
Ubac1,98766,14.783545,Ubac1,
Dtwd2,68857,14.292007,Dtwd2,
Ecsit,26940,14.401263,Ecsit,
Nedd9,18003,14.787148,Nedd9,
Gsk3a,606496,15.80818,Gsk3a,
Ilvbl,216136,14.890377,Ilvbl,
Mrpl33,66845,14.283406,Mrpl33,
Stx8,55943,14.788954,Stx8,
Mylip,218203,15.281735,Mylip,
Ptprt,19281,14.859492,Ptprt,
Sft2d2,108735,15.352242,Sft2d2,
Bag4,67384,14.810819,Bag4,
Snx18,170625,15.284377,Snx18,
Cuta,67675,13.561604,Cuta,
Pno1,66249,14.626135,Pno1,
Pcdh20,219257,14.741062,Pcdh20,
Tbc1d16,207592,14.313136,Tbc1d16,
Cyld,74256,14.533842,Cyld,
Arfgef2,99371,14.833056,Arfgef2,
Cntnap2,66797,15.366252,Cntnap2,
Ctdspl2,329506,15.253019,Ctdspl2,
Lgals3bp,19039,16.32053,Lgals3bp,
Sertad4,214791,14.874843,Sertad4,
Prickle1,106042,15.33288,Prickle1,
Ctdsp1,227292,15.032674,Ctdsp1,
Tie1,21846,14.77101,Tie1,
Msh5,15482,17.876802,Msh5,
Lmbr1l,74775,14.825602,Lmbr1l,
Tpm3,59069,15.156033,Tpm3,
Snx16,74718,14.338441,Snx16,
Vdac1,22333,14.818189,Vdac1,
Fbxo34,78938,14.758595,Fbxo34,
Acbd6,72482,14.790761,Acbd6,
Gpr61,229714,14.790761,Gpr61,
Sprn,212518,15.127591,Sprn,
Htr1d,15552,14.869065,Htr1d,
Smyd4,319822,14.758595,Smyd4,
Pgls,66171,14.613444,Pgls,
Pfkl,18641,15.352242,Pfkl,
Tjp1,21872,15.197422,Tjp1,
Ngef,53972,14.834928,Ngef,
Fam65b,193385,14.471137,Fam65b,
Dolpp1,57170,14.751554,Dolpp1,
Tmem198,319998,15.32467,Tmem198,
Vps16,80743,14.744551,Vps16,
Rpl36al,66483,16.134892,Rpl36al,
Slc26a6,171429,15.095176,Slc26a6,
Tmem136,235300,14.439737,Tlcd5,
Pgm2l1,70974,14.818189,Pgm2l1,
Cox17,12856,15.690949,Cox17,
Csl,71832,21.712498,Csl,
Insig2,72999,14.812657,Insig2,
Zfp382,233060,20.559002,Zfp382,
Il11ra1,16157,22.149912,Il11ra1,
Bms1,213895,14.671555,Bms1,
S100pbp,74648,15.576781,S100pbp,
Dusp6,67603,14.823745,Dusp6,
Cog4,102339,14.211927,Cog4,
Rps14,20044,10.679226,Rps14,
Zfp691,195522,21.124914,Zfp691,
Slc1a6,20513,15.212351,Slc1a6,
Setd7,73251,14.767451,Setd7,
Wdr90,106618,14.89429,Wdr90,
Zfp148,22661,20.41441,Zfp148,
Col4a1,12826,14.338441,Col4a1,
Tle6,114606,16.229862,Tle6,
Clcn2,12724,15.214857,Clcn2,
C2cd2l,71764,14.772793,C2cd2l,
Dmpk,13400,15.637809,Dmpk,
Bmp7,12162,15.311101,Bmp7,
Rybp,56353,14.565405,Rybp,
Elfn1,243312,15.260789,Elfn1,
Stk40,74178,14.787148,Stk40,
Tmeff1,230157,15.45967,Tmeff1,
Ly6g5b,266614,16.274406,Ly6g5b,
Edem1,192193,14.3169,Edem1,
8430427H17Rik,329540,21.084198,Nol4l,
3110035E14Rik,76982,21.084198,Vxn,
Ptcd2,68927,14.778158,Ptcd2,
Arih2,23807,14.755068,Arih2,
Hhipl1,214305,14.818189,Hhipl1,
Lysmd1,217779,14.922014,Lysmd1,
Ylpm1,56531,14.746298,Ylpm1,
Per2,18627,14.816343,Per2,
Man2a1,17158,14.922014,Man2a1,
Wipi2,74781,14.798019,Wipi2,
Poc5,67463,14.781747,Poc5,
Hspa4l,18415,14.788954,Hspa4l,
Oaz3,53814,15.792447,Oaz3,
Llgl1,16897,14.816343,Llgl1,
Rab40c,224624,14.865228,Rab40c,
Car11,12348,21.124914,Car11,
Megf6,230971,14.904122,Megf6,
Rnmt,67897,14.268793,Rnmt,
Smpd1,20597,14.816343,Smpd1,
Prim1,19075,14.730656,Prim1,
Gclc,14629,14.27243,Gclc,
Paip2,67869,14.632526,Paip2,
Nars2,244141,14.788954,Nars2,
Becn1,56208,14.776367,Becn1,
Man1c1,230815,15.268604,Man1c1,
Gpr153,100129,15.4476185,Gpr153,
Scube3,268935,14.79984,Scube3,
Pomgnt1,68273,14.781747,Pomgnt1,
Bcam,57278,15.217366,Bcam,
Brms1l,52592,15.297668,Brms1l,
Zfp637,232337,19.864693,Zfp637,
Pkn2,109333,15.212351,Pkn2,
Zfp800,627049,21.124914,Zfp800,
Jph3,57340,15.338383,Jph3,
Elovl4,83603,15.258193,Elovl4,
Rad54l2,81000,14.769229,Rad54l2,
Trpc4,22066,15.240174,Trpc4,
Fam49a,76820,14.379065,Cyria,
Mtch2,56428,14.808982,Mtch2,
Ppa2,74776,14.749799,Ppa2,
Zfand3,21769,14.956493,Zfand3,
Ccdc86,108673,14.922014,Ccdc86,
Ptprk,19272,14.751554,Ptprk,
Ppm1k,243382,15.279097,Ppm1k,
Rrs1,59014,14.735849,Rrs1,
Zswim5,74464,14.829325,Zswim5,
Dbndd2,52840,15.386121,Dbndd2,
Tusc3,80286,14.834928,Tusc3,
Plk3,12795,14.79984,Plk3,
Psd3,22123,17.294525,Psd3,
Foxo1,56458,15.260789,Foxo1,
Cpne4,74020,15.335629,Cpne4,
Sema6d,214968,14.781747,Sema6d,
Snrnp40,66585,14.741062,Snrnp40,
Unc119b,106840,14.827461,Unc119b,
Mdga2,320772,15.271219,Mdga2,
Pla2g12a,66350,14.814498,Pla2g12a,
Pex11b,18632,14.888425,Pex11b,
Calr3,73316,15.630885,Calr3,
Med13l,76199,15.151249,Med13l,
Slc38a9,268706,14.763902,Slc38a9,
Eya1,14048,14.756831,Eya1,
Aldh1b1,72535,16.080093,Aldh1b1,
Neu3,50877,15.369071,Neu3,
Mrpl52,68836,14.447672,Mrpl52,
A230050P20Rik,319278,21.084198,Shfl,
Mink1,50932,15.095176,Mink1,
Cnih4,98417,14.710089,Cnih4,
Arhgef11,213498,14.9482975,Arhgef11,
Paox,11430,17.055033,Paox,
Col1a1,12842,15.420906,Col1a1,
Adm,11535,15.391854,Adm,
Rev3l,19714,14.75331,Rev3l,
Fam115a,77574,17.403778,Fam115a,
Tpt1,107328,17.723768,Tpt1,
Gdnf,14573,15.27384,Gdnf,
Tex2,21763,14.814498,Tex2,
Opcml,330908,15.041421,Opcml,
Elk1,211468,17.586458,Elk1,
Nat6,15586,14.625904,Nat6,
2310047M10Rik,71923,21.084198,Borcs6,
Fabp3,14077,14.898214,Fabp3,
Ccno,218630,15.247865,Ccno,
Bambi,68010,15.287025,Bambi,
Rnft2,269695,14.650269,Rnft2,
Pafah2,100163,15.371898,Pafah2,
Cmc1,67899,14.668258,Cmc1,
Aaas,223921,14.794385,Aaas,
Sdc3,20970,14.706692,Sdc3,
Thoc6,386612,14.413385,Thoc6,
Tubb2a,22151,16.969048,Tubb2a,
Pdcd2,18567,14.739323,Pdcd2,
Usp14,59025,14.260343,Usp14,
Sspn,16651,14.746298,Sspn,
Pggt1b,225467,14.778158,Pggt1b,
Ift140,106633,14.763902,Ift140,
Fam162a,70186,14.869065,Fam162a,
Ndufs3,68349,14.739323,Ndufs3,
Ipo7,233726,14.760362,Ipo7,
Cog2,76332,14.262752,Cog2,
Ncl,17975,14.812657,Ncl,
Ccnd1,12443,14.810819,Ccnd1,
B230118H07Rik,68170,21.084198,B230118H07Rik,
Aif1l,108897,14.798019,Aif1l,
Alkbh6,233065,15.050228,Alkbh6,
Gpam,14732,14.769229,Gpam,
Pip5k1a,18720,15.490295,Pip5k1a,
Cep63,28135,14.778158,Cep63,
Stard10,56018,14.808982,Stard10,
Cep120,225523,14.9361,Cep120,
Sumo3,20610,15.986019,Sumo3,
Katna1,23924,14.621362,Katna1,
Gpr123,52389,16.16119,Adgra1,
Ppp2r5c,26931,15.27384,Ppp2r5c,
Vamp2,22318,15.013207,Vamp2,
Polr1c,20016,14.254341,Polr1c,
Tctn1,654470,14.892332,Tctn1,
Ciao1,26371,14.304395,Ciao1,
Abce1,24015,14.7428055,Abce1,
Fanci,208836,14.30564,Fanci,
Ergic1,67458,14.710089,Ergic1,
Rusc2,100213,14.825602,Rusc2,
Pdss2,71365,14.349991,Pdss2,
Ahcyl1,229709,14.576099,Ahcyl1,
Eif3b,27979,14.538304,Eif3b,
Dscaml1,114873,14.9793005,Dscaml1,
Nrtn,18188,15.217366,Nrtn,
Eif4enif1,74203,14.75331,Eif4enif1,
Cbfb,12400,14.776367,Cbfb,
Pram1,378460,15.600176,Pram1,
Slc1a1,20510,14.720332,Slc1a1,
Plekhm3,241075,14.778158,Plekhm3,
Ralgapa2,241694,14.756831,Ralgapa2,
Slc25a38,208638,15.297668,Slc25a38,
Tpm1,110086,17.403778,Tpm1,
Cat,64177,16.032684,Cat,
Mettl7a1,70152,20.400923,Tmt1a,
Ufsp2,192169,14.320678,Ufsp2,
Boc,117606,14.790761,Boc,
Nr2c2,22026,14.787148,Nr2c2,
Ywhaq,22630,15.268604,Ywhaq,
Smarcal1,54380,14.767451,Smarcal1,
Thumpd3,14911,14.756831,Thumpd3,
C1ql1,23829,15.23762,C1ql1,
Clip2,269713,14.776367,Clip2,
Ficd,231630,14.741062,Ficd,
Nos1,18125,14.6649685,Nos1,
A130010J15Rik,319266,21.385788,A130010J15Rik,
Dcaf7,71833,14.739323,Dcaf7,
Mypop,232934,15.836183,Mypop,
Ptger3,19218,14.763902,Ptger3,
Daam1,208846,15.258193,Daam1,
Gfra4,14588,15.553801,Gfra4,
Omg,18377,15.260789,Omg,
Ttyh1,57776,15.1346445,Ttyh1,
Dcaf15,212123,14.9793005,Dcaf15,
Ccdc12,72654,14.763902,Ccdc12,
Cib2,56506,14.30564,Cib2,
Cdon,57810,14.781747,Cdon,
Sorcs1,58178,15.316511,Sorcs1,
Tmem66,67887,15.807665,Saraf,
Prr14,233895,15.175347,Prr14,
Aldh4a1,212647,14.751554,Aldh4a1,
Clic4,29876,14.715199,Clic4,
2300009A05Rik,69478,21.712498,2300009A05Rik,
Rab1,19324,17.145752,Rab1,
Nts,67405,14.796202,Nts,
Dnttip2,99480,14.785345,Dnttip2,
Plk5,216166,15.995126,Plk5,
Setd6,277360,18.48137,Setd6,
Guk1,14923,15.207356,Guk1,
Cmtm5,67272,15.804229,Cmtm5,
Irf2bp2,270110,15.355033,Irf2bp2,
Dnajc2,22791,14.749799,Dnajc2,
Mapk8ip1,19099,15.229987,Mapk8ip1,
Ebf2,13592,14.869065,Ebf2,
Zfp112,57745,20.559002,Zfp112,
Taz,66826,14.003939,Taz,
Chuk,12675,15.045816,Chuk,
Tspan3,56434,15.303024,Tspan3,
Lrrc8c,100604,14.838676,Lrrc8c,
Phc3,241915,14.904122,Phc3,
Bag3,29810,14.710089,Bag3,
Pcdh19,279653,14.767451,Pcdh19,
Snai1,20613,15.403397,Snai1,
Fam172a,68675,13.214738,Arb2a,
Nt5c3,107569,21.124914,Nt5c3,
Rps27l,67941,15.043619,Rps27l,
Mphosph10,67973,14.755068,Mphosph10,
Myo18a,360013,15.276467,Myo18a,
Nog,18121,15.303024,Nog,
Cep70,68121,14.867146,Cep70,
Dapk1,69635,14.783545,Dapk1,
Oxr1,170719,15.194951,Oxr1,
Nav3,260315,14.765675,Nav3,
Slc9a3r1,26941,13.912999,Nherf1,
Fam58b,69109,19.950861,Ccnq,
